ID;Start;End;Experience
117442;2015-02-23;2017-04-16;857
117442;2015-06-15;2017-08-06;1890
117442;2013-07-01;2015-08-23;250
117442;2016-08-08;2018-09-30;111
117442;2012-01-23;2014-03-16;637
117442;2015-07-20;2017-09-10;446
117442;2013-08-05;2015-09-27;174
117442;2014-08-11;2016-10-02;438
117442;2014-03-03;2016-04-24;495
117442;2017-04-10;2019-06-02;730
116751;2001-07-11;2003-09-03;330
114755;1991-07-17;1993-09-09;90
115129;1991-10-01;1993-11-24;967
115607;2011-03-15;2013-05-08;1090
112944;2017-11-06;2020-01-01;924
113720;1998-08-03;2000-09-27;364
113866;2019-11-04;2021-12-29;0
114370;2019-09-09;2021-11-03;120
115098;1999-08-16;2001-10-10;780
115266;2005-06-20;2007-08-15;2000
115549;1998-11-02;2000-12-27;748
116521;1998-03-09;2000-05-03;679
117442;2014-07-09;2016-09-02;0
117442;2020-02-03;2022-03-30;204
110752;2017-07-25;2019-09-20;1021
113493;2014-09-08;2016-11-03;1572
113729;2015-11-04;2017-12-30;0
114189;2020-03-09;2022-05-05;230
114244;2016-09-05;2018-11-01;670
114302;2020-03-09;2022-05-05;5475
114349;2020-03-09;2022-05-05;420
114374;2020-03-09;2022-05-05;780
114420;2020-03-09;2022-05-05;5110
115078;2004-07-14;2006-09-09;1020
115531;2007-08-07;2009-10-02;175
116110;2004-08-09;2006-10-05;346
117442;2008-08-04;2010-09-30;275
117442;2020-03-09;2022-05-05;1021
110753;2018-02-07;2020-04-05;1290
113988;2018-10-01;2020-11-27;482
114142;2015-02-02;2017-03-31;970
114404;2014-10-20;2016-12-16;380
115067;2001-11-26;2004-01-23;880
115071;2002-07-08;2004-09-03;880
115272;1992-08-26;1994-10-23;820
115332;2006-07-03;2008-08-29;750
115417;1997-03-03;1999-04-30;860
117442;2011-07-06;2013-09-01;100
117442;2008-07-08;2010-09-04;640
117442;2015-09-07;2017-11-03;1362
117442;2016-09-14;2018-11-11;1938
112977;2018-02-13;2020-04-12;928
113115;2012-05-29;2014-07-27;184
113340;2014-07-07;2016-09-03;0
113408;2011-08-16;2013-10-13;151
113496;2008-07-07;2010-09-04;1062
113558;2008-07-07;2010-09-04;263
113712;2014-07-07;2016-09-03;0
114015;2014-07-07;2016-09-03;182
114082;2013-08-06;2015-10-04;530
114746;1989-01-01;1991-03-01;740
115023;1990-10-01;1992-11-28;920
115112;1988-07-26;1990-09-23;780
115226;2002-09-16;2004-11-13;990
115403;2012-05-29;2014-07-27;390
115517;2005-09-05;2007-11-03;175
115598;2008-08-05;2010-10-03;780
115951;2014-07-07;2016-09-03;780
117442;2008-07-15;2010-09-12;104
117442;2008-07-07;2010-09-04;640
117442;2014-07-07;2016-12-12;100
110800;2016-07-18;2018-12-25;2556
110671;2015-07-06;2017-12-12;1455
110716;2011-07-04;2013-12-10;108
110723;2012-04-16;2014-09-23;2158
110724;2012-04-16;2014-09-23;0
110733;2014-03-03;2016-08-09;516
110835;2019-08-05;2022-01-11;0
111017;2012-11-19;2015-04-28;121
112916;2015-08-03;2018-01-09;114
112971;2018-09-03;2021-02-09;432
113108;2011-07-04;2013-12-10;179
113109;2011-07-04;2013-12-10;400
113116;2012-07-09;2014-12-16;176
113136;2010-07-05;2012-12-11;6518
113171;2015-07-06;2017-12-12;395
113175;2014-10-06;2017-03-14;0
113192;2017-09-04;2020-02-11;422
113212;2010-07-05;2012-12-11;179
113225;2012-03-05;2014-08-12;424
113242;2014-03-03;2016-08-09;0
113260;2011-07-04;2013-12-10;0
113267;2012-03-05;2014-08-12;1258
113281;2014-03-31;2016-09-06;1731
113318;2012-04-16;2014-09-23;186
113321;2012-08-06;2015-01-13;176
113324;2013-04-08;2015-09-15;1062
113327;2013-06-03;2015-11-10;0
113353;2012-09-03;2015-02-10;162
113358;2013-04-08;2015-09-15;303
113359;2013-05-06;2015-10-13;0
113362;2013-07-08;2015-12-15;0
113386;2015-07-06;2017-12-12;0
113445;2011-06-27;2013-12-03;593
113478;2013-04-08;2015-09-15;1398
113510;2011-07-04;2013-12-10;753
113521;2002-08-05;2005-01-11;0
113574;2014-10-06;2016-08-26;203
113614;2013-01-28;2014-12-19;818
113620;2014-01-20;2015-12-11;0
113622;2014-04-28;2016-03-18;317
113675;2005-07-04;2007-05-25;519
113716;2014-10-06;2016-08-26;152
113731;2016-04-25;2018-03-16;1668
113741;2013-07-08;2015-05-29;0
113752;2014-03-03;2016-01-22;1229
113755;2014-03-31;2016-02-19;0
113770;2016-08-01;2018-06-22;180
113816;2017-09-04;2019-07-26;517
113899;2016-09-05;2018-07-27;0
113939;2012-04-16;2014-03-07;744
113967;2016-08-01;2018-06-22;0
113991;2019-08-05;2021-06-25;228
114001;2019-08-05;2021-06-25;180
114045;2018-09-03;2020-07-24;300
114061;2010-07-26;2012-06-15;180
114066;2011-07-04;2013-05-24;200
114125;2015-07-06;2017-05-26;314
114214;2017-09-04;2019-07-26;560
114281;2015-08-03;2017-06-23;888
114288;2016-04-25;2018-03-16;430
114312;2017-04-24;2019-03-15;180
114393;2012-08-06;2014-06-27;760
114520;2019-08-05;2021-06-25;550
114523;2020-10-12;2022-09-02;550
114544;2009-08-03;2011-06-24;380
114548;2010-07-05;2012-05-25;380
114619;2004-07-05;2006-05-26;130
114656;1992-07-06;1994-05-27;450
114657;1993-07-05;1995-05-26;450
114705;2006-07-03;2008-05-23;95
114717;2000-07-17;2002-06-07;210
114725;2001-07-02;2003-05-23;740
114728;2002-07-01;2004-05-21;365
114735;1998-02-02;1999-12-24;170
114803;1993-07-05;1995-05-26;120
114808;1994-07-18;1996-06-07;1300
114819;2000-07-03;2002-05-24;860
114840;1991-06-03;1993-04-23;740
114848;1993-07-05;1995-05-26;980
114856;1999-08-02;2001-06-22;1200
114858;2000-07-03;2002-05-24;1320
114878;1999-11-08;2001-09-28;1040
114891;2004-07-05;2006-05-26;130
114918;2002-08-05;2004-06-25;380
114920;2004-07-05;2006-05-26;101
114935;1988-08-01;1990-06-22;140
114993;1997-08-04;1999-06-25;920
114998;2001-07-02;2003-05-23;780
115004;2003-08-04;2005-06-24;950
115083;1998-07-06;2000-05-26;1995
115139;2001-07-02;2003-05-23;120
115163;1989-07-03;1991-05-24;967
115289;2005-07-04;2007-05-25;1300
115331;2006-07-03;2008-05-23;750
115366;2004-07-12;2006-06-02;800
115390;2010-08-09;2012-06-29;1560
115405;2012-07-23;2014-01-14;390
115493;2008-08-04;2010-01-26;420
115546;2011-07-04;2012-12-25;789
115626;2013-07-15;2015-01-06;410
115724;2007-09-03;2009-02-24;210
115806;2005-07-04;2006-12-26;765
115866;2007-07-09;2008-12-30;487
115874;1999-08-02;2001-01-23;487
115889;2004-07-05;2005-12-27;934
115923;2011-07-25;2013-01-15;3000
115928;2012-03-05;2013-08-27;3000
115934;2013-01-28;2014-07-22;934
115946;2014-03-03;2015-08-25;999
115970;2003-07-14;2005-01-04;455
116005;2008-08-04;2010-01-26;117
116048;2009-07-06;2010-12-28;240
116071;2014-01-20;2015-07-14;842
116099;2001-07-02;2002-12-24;2001
116138;2000-07-03;2001-12-25;850
116166;2005-07-04;2006-12-26;543
116297;2000-07-03;2001-12-25;965
116298;2000-07-03;2001-12-25;965
116300;2001-07-02;2003-01-28;965
116340;2006-07-03;2008-01-29;180
116373;2006-07-17;2008-02-12;700
116378;2006-07-03;2008-01-29;0
116395;2009-05-04;2010-11-30;780
116451;2007-07-16;2009-02-10;745
116452;2007-08-06;2009-03-03;745
116497;1999-08-02;2001-02-27;820
116539;2006-07-03;2008-01-29;890
116579;2007-07-09;2009-02-03;800
116589;2009-07-13;2011-02-08;740
116608;1999-07-05;2001-01-30;1300
116623;2005-07-04;2007-01-30;700
116637;2010-07-05;2012-01-31;640
116647;2011-07-04;2013-01-29;830
116687;2011-02-14;2012-09-11;150
116747;2010-07-12;2012-02-07;210
117442;2005-07-04;2007-01-30;380
117442;2008-08-04;2010-03-02;800
117442;2010-07-12;2012-02-07;530
117442;2011-07-04;2013-01-29;0
117442;2014-04-28;2015-11-24;180
117442;2010-08-09;2012-03-06;180
117442;2013-01-28;2014-08-26;320
117442;2013-04-08;2014-11-04;980
117442;2014-04-28;2015-11-24;560
117442;2016-07-11;2018-02-06;888
117442;2014-01-20;2015-08-18;900
117442;2014-03-31;2015-10-27;100
117442;2019-08-05;2021-03-02;123
117442;1998-07-06;2000-02-01;111
117442;2012-03-05;2013-10-01;450
117442;2013-06-03;2014-12-30;240
117442;2017-09-04;2019-04-02;6139
117442;2020-07-13;2022-02-08;138
117442;2013-05-06;2014-12-02;295
117442;2011-08-08;2013-03-05;325
117442;2013-07-08;2015-02-03;660
117442;2010-08-09;2012-03-06;1540
117442;2013-01-28;2014-08-26;741
117442;2015-07-06;2017-01-31;255
117442;2011-08-08;2013-03-05;605
117442;2013-09-02;2015-03-31;202
117442;2016-07-11;2018-02-06;163
117442;2009-07-06;2011-02-01;1205
117442;2012-08-06;2014-03-04;568
117442;2013-05-06;2014-12-02;443
114318;2018-07-01;2020-01-28;90
114491;2017-09-04;2019-04-03;150
115166;1991-03-01;1992-09-27;750
115610;2011-07-01;2013-01-27;765
116091;2016-10-12;2018-05-11;987
117442;2013-08-05;2015-03-04;888
117442;2013-08-05;2015-03-04;560
110678;2016-07-04;2018-02-01;272
113028;2008-07-08;2010-02-05;0
113093;2008-05-13;2009-12-11;0
113173;2015-07-08;2017-02-04;0
113572;2014-08-04;2016-03-03;2505
113718;2014-11-03;2016-06-02;778
113758;2014-08-04;2016-03-03;650
113817;2017-03-08;2018-10-06;2946
114017;2014-08-04;2016-03-03;0
114309;2016-07-04;2018-02-01;7200
114464;2014-08-04;2016-03-03;114
114821;2000-11-08;2002-06-08;320
115208;2003-12-02;2005-07-01;990
115877;2001-02-01;2002-09-01;976
115954;2014-08-04;2016-03-03;865
116287;1997-04-08;1998-11-06;543
116701;2004-10-27;2006-05-27;140
117442;2005-06-07;2007-01-05;380
117442;2014-08-04;2016-03-03;180
117442;2014-11-03;2016-06-02;190
117442;2014-08-04;2016-03-03;560
117442;2016-07-04;2018-02-01;3612
117442;2014-08-04;2016-03-03;240
117442;2014-08-04;2016-03-03;718
110643;2015-08-03;2017-03-03;3861
110663;2019-09-02;2021-04-02;5737
110863;2017-07-03;2019-02-01;305
112955;2017-07-03;2019-02-01;1254
113198;2017-07-03;2019-02-01;441
113746;2013-09-02;2015-04-03;1410
113794;2018-07-02;2020-01-31;0
113822;2017-07-03;2019-02-01;1389
113980;2018-09-24;2020-04-24;0
114232;2019-09-02;2021-04-02;340
114518;2019-09-02;2021-04-02;550
114519;2019-09-02;2021-04-02;550
114914;2001-04-24;2002-11-23;100
115322;2008-05-19;2009-12-18;814
115628;2013-09-02;2015-04-03;1050
115921;2011-07-01;2013-01-29;3000
116315;2001-07-16;2003-02-14;113
117442;2009-08-03;2011-03-04;140
117442;2015-08-03;2017-03-03;430
117442;1998-07-27;2000-02-25;1494
110634;2018-07-02;2020-02-01;2931
110807;2018-07-02;2020-02-01;2996
110662;2019-08-01;2021-03-02;4565
110672;2015-09-01;2017-04-02;5233
110865;2017-11-07;2019-06-09;1062
111011;2012-07-02;2014-02-01;1187
111012;2012-07-02;2014-02-01;354
112959;2018-07-02;2020-02-01;0
112963;2019-08-01;2021-03-02;0
113044;2019-08-01;2021-03-02;0
113082;2012-07-02;2014-02-01;1050
113147;2012-07-02;2014-02-01;765
113319;2012-07-02;2014-02-01;0
113804;2020-06-08;2022-01-08;1028
113865;2019-08-01;2021-03-02;0
113908;2017-05-29;2018-12-29;0
113941;2012-07-02;2014-02-01;98
113963;2015-09-01;2017-04-02;708
113984;2018-07-02;2020-02-01;0
114011;2010-06-01;2012-01-01;0
114183;2019-09-01;2021-04-02;650
114338;2018-07-02;2020-02-01;320
114340;2019-08-01;2021-03-02;320
114348;2019-07-02;2021-01-31;420
114368;2019-08-01;2021-03-02;120
114447;2012-07-02;2014-02-01;175
114506;2017-08-07;2019-03-09;150
114529;2007-07-02;2009-01-31;240
114583;2005-09-01;2007-04-03;100
114605;2010-08-02;2012-03-03;95
114732;2004-08-02;2006-03-04;90
114733;2004-08-02;2006-03-04;90
114745;1988-06-15;1990-01-15;740
114892;2004-08-02;2006-03-04;130
114952;1998-01-07;1999-08-09;900
114981;1990-11-13;1992-06-14;980
115079;2004-08-02;2006-03-04;1020
115134;2000-08-01;2002-03-03;120
115187;1998-07-14;2000-02-13;780
115285;2004-09-01;2006-04-03;917
115371;2001-07-02;2003-02-01;800
115389;2010-08-02;2012-03-03;1560
115488;2007-07-02;2009-01-31;420
115554;2004-08-02;2006-03-04;748
115566;2006-11-14;2008-06-15;239
115656;2007-07-02;2009-01-31;653
115788;2006-09-01;2008-04-02;102
115930;2012-07-02;2014-02-01;934
116010;2008-09-09;2010-04-11;359
116014;2010-12-02;2012-07-03;359
116024;2012-07-02;2014-02-01;403
116098;2000-09-06;2002-04-08;842
116638;2010-08-02;2012-03-03;830
116640;2010-09-06;2012-04-07;830
116724;2005-09-01;2007-04-03;140
117442;2010-08-02;2012-03-03;405
117442;2012-07-02;2014-02-01;320
117442;2014-03-05;2015-10-05;100
117442;2006-01-02;2007-08-04;0
117442;2015-09-01;2017-04-02;443
117442;2017-09-18;2019-04-20;1444
117442;2012-07-02;2014-02-01;677
117442;2014-09-01;2016-12-28;1452
117442;2018-03-19;2020-07-15;550
110805;2017-08-01;2019-11-29;3752
110808;2018-08-01;2020-11-28;2481
110755;2018-08-01;2020-11-28;0
112922;2017-08-01;2019-11-29;0
112926;2018-07-01;2020-10-28;90
112965;2019-08-01;2021-11-28;0
112985;2020-08-01;2022-11-29;0
112987;2017-08-01;2019-11-29;91
113039;2018-08-01;2020-11-28;103
113049;2020-08-01;2022-11-29;0
113130;2008-07-01;2010-10-29;0
113331;2013-08-01;2015-11-29;0
113339;2014-07-01;2016-10-28;0
113346;2015-08-01;2017-11-28;185
113365;2013-08-01;2015-11-29;567
113391;2008-07-01;2010-10-29;91
113457;2013-07-01;2015-10-29;353
113480;2013-07-01;2015-10-29;2386
113542;2005-08-01;2007-11-29;0
113584;2017-08-01;2019-08-21;0
113592;2019-07-01;2021-07-20;0
113666;1996-01-24;1998-02-12;0
113686;2008-07-01;2010-07-21;182
113786;2016-08-01;2018-08-21;1084
113788;2017-08-01;2019-08-21;0
113793;2018-08-01;2020-08-20;0
113808;2016-08-01;2018-08-21;364
113819;2017-08-01;2019-08-21;3575
113844;2018-08-01;2020-08-20;0
113851;2019-07-01;2021-07-20;667
113869;2018-08-01;2020-08-20;0
113926;2010-08-01;2012-08-20;1887
113964;2016-01-18;2018-02-06;4548
113977;2018-08-01;2020-08-20;0
114003;2020-03-01;2022-03-21;534
114049;2019-07-01;2021-07-20;2344
114055;2008-07-01;2010-07-21;666
114140;2017-08-01;2019-08-21;544
114178;2018-08-01;2020-08-20;310
114217;2017-08-01;2019-08-21;970
114239;2020-08-01;2022-08-21;670
114247;2017-08-01;2019-05-03;380
114252;2017-08-01;2019-05-03;380
114276;2020-08-01;2022-05-03;430
114303;2020-08-01;2022-05-03;5475
114325;2019-06-12;2021-03-13;110
114337;2018-08-01;2020-05-02;320
114347;2019-08-01;2021-05-02;420
114351;2017-08-01;2019-05-03;420
114376;2020-08-01;2022-05-03;210
114463;2014-07-01;2016-04-01;382
114497;2018-08-01;2020-05-02;760
114517;2019-07-01;2021-04-01;550
114706;2006-08-01;2008-05-02;95
114887;2002-07-01;2004-04-01;130
114908;2006-12-04;2008-09-04;310
114915;2001-05-01;2003-01-31;100
114919;2003-07-01;2005-04-01;780
114968;2005-08-01;2007-05-03;950
114986;1994-01-11;1995-10-13;920
115041;1997-10-06;1999-07-08;1000
115051;2001-10-09;2003-07-11;2453
115069;2002-07-01;2004-04-01;880
115141;2002-07-01;2004-04-01;120
115143;2003-07-01;2005-04-01;967
